word_id,word,tts_text,quality,voice,variant,stretch,path
2,ਅੱਖ,आंख,N,en-US-BrianMultilingualNeural,fast,0.9,synthetic_tts_dataset\3 ਅੱਖ N\tts_en_US_Brian_fast.wav
2,ਅੱਖ,आंख,N,en-AU-WilliamMultilingualNeural,normal,1.0,synthetic_tts_dataset\3 ਅੱਖ N\tts_en_AU_William_normal.wav
2,ਅੱਖ,आंख,N,en-AU-WilliamMultilingualNeural,slow,1.12,synthetic_tts_dataset\3 ਅੱਖ N\tts_en_AU_William_slow.wav
2,ਅੱਖ,आंख,N,en-AU-WilliamMultilingualNeural,fast,0.9,synthetic_tts_dataset\3 ਅੱਖ N\tts_en_AU_William_fast.wav
3,ਅੰਬ,अंब,N,en-US-EmmaMultilingualNeural,normal,1.0,synthetic_tts_dataset\4 ਅੰਬ N\tts_en_US_Emma_normal.wav
3,ਅੰਬ,अंब,N,en-US-EmmaMultilingualNeural,slow,1.12,synthetic_tts_dataset\4 ਅੰਬ N\tts_en_US_Emma_slow.wav
3,ਅੰਬ,अंब,N,en-US-EmmaMultilingualNeural,fast,0.9,synthetic_tts_dataset\4 ਅੰਬ N\tts_en_US_Emma_fast.wav
3,ਅੰਬ,अंब,N,en-US-AvaMultilingualNeural,normal,1.0,synthetic_tts_dataset\4 ਅੰਬ N\tts_en_US_Ava_normal.wav
3,ਅੰਬ,अंब,N,en-US-AvaMultilingualNeural,slow,1.12,synthetic_tts_dataset\4 ਅੰਬ N\tts_en_US_Ava_slow.wav
3,ਅੰਬ,अंब,N,en-US-AvaMultilingualNeural,fast,0.9,synthetic_tts_dataset\4 ਅੰਬ N\tts_en_US_Ava_fast.wav
3,ਅੰਬ,अंब,N,en-US-AndrewMultilingualNeural,normal,1.0,synthetic_tts_dataset\4 ਅੰਬ N\tts_en_US_Andrew_normal.wav
3,ਅੰਬ,अंब,N,en-US-AndrewMultilingualNeural,slow,1.12,synthetic_tts_dataset\4 ਅੰਬ N\tts_en_US_Andrew_slow.wav
3,ਅੰਬ,अंब,N,en-US-AndrewMultilingualNeural,fast,0.9,synthetic_tts_dataset\4 ਅੰਬ N\tts_en_US_Andrew_fast.wav
3,ਅੰਬ,अंब,N,en-US-BrianMultilingualNeural,normal,1.0,synthetic_tts_dataset\4 ਅੰਬ N\tts_en_US_Brian_normal.wav
3,ਅੰਬ,अंब,N,en-US-BrianMultilingualNeural,slow,1.12,synthetic_tts_dataset\4 ਅੰਬ N\tts_en_US_Brian_slow.wav
3,ਅੰਬ,अंब,N,en-US-BrianMultilingualNeural,fast,0.9,synthetic_tts_dataset\4 ਅੰਬ N\tts_en_US_Brian_fast.wav
3,ਅੰਬ,अंब,N,en-AU-WilliamMultilingualNeural,normal,1.0,synthetic_tts_dataset\4 ਅੰਬ N\tts_en_AU_William_normal.wav
3,ਅੰਬ,अंब,N,en-AU-WilliamMultilingualNeural,slow,1.12,synthetic_tts_dataset\4 ਅੰਬ N\tts_en_AU_William_slow.wav
3,ਅੰਬ,अंब,N,en-AU-WilliamMultilingualNeural,fast,0.9,synthetic_tts_dataset\4 ਅੰਬ N\tts_en_AU_William_fast.wav
4,ਇੱਟ,ईंट,N,en-US-EmmaMultilingualNeural,normal,1.0,synthetic_tts_dataset\5 ਇੱਟ N\tts_en_US_Emma_normal.wav
4,ਇੱਟ,ईंट,N,en-US-EmmaMultilingualNeural,slow,1.12,synthetic_tts_dataset\5 ਇੱਟ N\tts_en_US_Emma_slow.wav
4,ਇੱਟ,ईंट,N,en-US-EmmaMultilingualNeural,fast,0.9,synthetic_tts_dataset\5 ਇੱਟ N\tts_en_US_Emma_fast.wav
4,ਇੱਟ,ईंट,N,en-US-AvaMultilingualNeural,normal,1.0,synthetic_tts_dataset\5 ਇੱਟ N\tts_en_US_Ava_normal.wav
4,ਇੱਟ,ईंट,N,en-US-AvaMultilingualNeural,slow,1.12,synthetic_tts_dataset\5 ਇੱਟ N\tts_en_US_Ava_slow.wav
4,ਇੱਟ,ईंट,N,en-US-AvaMultilingualNeural,fast,0.9,synthetic_tts_dataset\5 ਇੱਟ N\tts_en_US_Ava_fast.wav
4,ਇੱਟ,ईंट,N,en-US-AndrewMultilingualNeural,normal,1.0,synthetic_tts_dataset\5 ਇੱਟ N\tts_en_US_Andrew_normal.wav
4,ਇੱਟ,ईंट,N,en-US-AndrewMultilingualNeural,slow,1.12,synthetic_tts_dataset\5 ਇੱਟ N\tts_en_US_Andrew_slow.wav
4,ਇੱਟ,ईंट,N,en-US-AndrewMultilingualNeural,fast,0.9,synthetic_tts_dataset\5 ਇੱਟ N\tts_en_US_Andrew_fast.wav
4,ਇੱਟ,ईंट,N,en-US-BrianMultilingualNeural,normal,1.0,synthetic_tts_dataset\5 ਇੱਟ N\tts_en_US_Brian_normal.wav
4,ਇੱਟ,ईंट,N,en-US-BrianMultilingualNeural,slow,1.12,synthetic_tts_dataset\5 ਇੱਟ N\tts_en_US_Brian_slow.wav
4,ਇੱਟ,ईंट,N,en-US-BrianMultilingualNeural,fast,0.9,synthetic_tts_dataset\5 ਇੱਟ N\tts_en_US_Brian_fast.wav
4,ਇੱਟ,ईंट,N,en-AU-WilliamMultilingualNeural,normal,1.0,synthetic_tts_dataset\5 ਇੱਟ N\tts_en_AU_William_normal.wav
4,ਇੱਟ,ईंट,N,en-AU-WilliamMultilingualNeural,slow,1.12,synthetic_tts_dataset\5 ਇੱਟ N\tts_en_AU_William_slow.wav
4,ਇੱਟ,ईंट,N,en-AU-WilliamMultilingualNeural,fast,0.9,synthetic_tts_dataset\5 ਇੱਟ N\tts_en_AU_William_fast.wav
5,ਇੰਜਣ,इंजन,N,en-US-EmmaMultilingualNeural,normal,1.0,synthetic_tts_dataset\6 ਇੰਜਣ N\tts_en_US_Emma_normal.wav
5,ਇੰਜਣ,इंजन,N,en-US-EmmaMultilingualNeural,slow,1.12,synthetic_tts_dataset\6 ਇੰਜਣ N\tts_en_US_Emma_slow.wav
5,ਇੰਜਣ,इंजन,N,en-US-EmmaMultilingualNeural,fast,0.9,synthetic_tts_dataset\6 ਇੰਜਣ N\tts_en_US_Emma_fast.wav
5,ਇੰਜਣ,इंजन,N,en-US-AvaMultilingualNeural,normal,1.0,synthetic_tts_dataset\6 ਇੰਜਣ N\tts_en_US_Ava_normal.wav
5,ਇੰਜਣ,इंजन,N,en-US-AvaMultilingualNeural,slow,1.12,synthetic_tts_dataset\6 ਇੰਜਣ N\tts_en_US_Ava_slow.wav
5,ਇੰਜਣ,इंजन,N,en-US-AvaMultilingualNeural,fast,0.9,synthetic_tts_dataset\6 ਇੰਜਣ N\tts_en_US_Ava_fast.wav
5,ਇੰਜਣ,इंजन,N,en-US-AndrewMultilingualNeural,normal,1.0,synthetic_tts_dataset\6 ਇੰਜਣ N\tts_en_US_Andrew_normal.wav
5,ਇੰਜਣ,इंजन,N,en-US-AndrewMultilingualNeural,slow,1.12,synthetic_tts_dataset\6 ਇੰਜਣ N\tts_en_US_Andrew_slow.wav
5,ਇੰਜਣ,इंजन,N,en-US-AndrewMultilingualNeural,fast,0.9,synthetic_tts_dataset\6 ਇੰਜਣ N\tts_en_US_Andrew_fast.wav
5,ਇੰਜਣ,इंजन,N,en-US-BrianMultilingualNeural,normal,1.0,synthetic_tts_dataset\6 ਇੰਜਣ N\tts_en_US_Brian_normal.wav
5,ਇੰਜਣ,इंजन,N,en-US-BrianMultilingualNeural,slow,1.12,synthetic_tts_dataset\6 ਇੰਜਣ N\tts_en_US_Brian_slow.wav
5,ਇੰਜਣ,इंजन,N,en-US-BrianMultilingualNeural,fast,0.9,synthetic_tts_dataset\6 ਇੰਜਣ N\tts_en_US_Brian_fast.wav
5,ਇੰਜਣ,इंजन,N,en-AU-WilliamMultilingualNeural,normal,1.0,synthetic_tts_dataset\6 ਇੰਜਣ N\tts_en_AU_William_normal.wav
5,ਇੰਜਣ,इंजन,N,en-AU-WilliamMultilingualNeural,slow,1.12,synthetic_tts_dataset\6 ਇੰਜਣ N\tts_en_AU_William_slow.wav
5,ਇੰਜਣ,इंजन,N,en-AU-WilliamMultilingualNeural,fast,0.9,synthetic_tts_dataset\6 ਇੰਜਣ N\tts_en_AU_William_fast.wav
6,ਸੇਬ,सेब,N,en-US-EmmaMultilingualNeural,normal,1.0,synthetic_tts_dataset\7 ਸੇਬ N\tts_en_US_Emma_normal.wav
6,ਸੇਬ,सेब,N,en-US-EmmaMultilingualNeural,slow,1.12,synthetic_tts_dataset\7 ਸੇਬ N\tts_en_US_Emma_slow.wav
6,ਸੇਬ,सेब,N,en-US-EmmaMultilingualNeural,fast,0.9,synthetic_tts_dataset\7 ਸੇਬ N\tts_en_US_Emma_fast.wav
6,ਸੇਬ,सेब,N,en-US-AvaMultilingualNeural,normal,1.0,synthetic_tts_dataset\7 ਸੇਬ N\tts_en_US_Ava_normal.wav
6,ਸੇਬ,सेब,N,en-US-AvaMultilingualNeural,slow,1.12,synthetic_tts_dataset\7 ਸੇਬ N\tts_en_US_Ava_slow.wav
6,ਸੇਬ,सेब,N,en-US-AvaMultilingualNeural,fast,0.9,synthetic_tts_dataset\7 ਸੇਬ N\tts_en_US_Ava_fast.wav
6,ਸੇਬ,सेब,N,en-US-AndrewMultilingualNeural,normal,1.0,synthetic_tts_dataset\7 ਸੇਬ N\tts_en_US_Andrew_normal.wav
6,ਸੇਬ,सेब,N,en-US-AndrewMultilingualNeural,slow,1.12,synthetic_tts_dataset\7 ਸੇਬ N\tts_en_US_Andrew_slow.wav
6,ਸੇਬ,सेब,N,en-US-AndrewMultilingualNeural,fast,0.9,synthetic_tts_dataset\7 ਸੇਬ N\tts_en_US_Andrew_fast.wav
6,ਸੇਬ,सेब,N,en-US-BrianMultilingualNeural,normal,1.0,synthetic_tts_dataset\7 ਸੇਬ N\tts_en_US_Brian_normal.wav
6,ਸੇਬ,सेब,N,en-US-BrianMultilingualNeural,slow,1.12,synthetic_tts_dataset\7 ਸੇਬ N\tts_en_US_Brian_slow.wav
6,ਸੇਬ,सेब,N,en-US-BrianMultilingualNeural,fast,0.9,synthetic_tts_dataset\7 ਸੇਬ N\tts_en_US_Brian_fast.wav
6,ਸੇਬ,सेब,N,en-AU-WilliamMultilingualNeural,normal,1.0,synthetic_tts_dataset\7 ਸੇਬ N\tts_en_AU_William_normal.wav
6,ਸੇਬ,सेब,N,en-AU-WilliamMultilingualNeural,slow,1.12,synthetic_tts_dataset\7 ਸੇਬ N\tts_en_AU_William_slow.wav
6,ਸੇਬ,सेब,N,en-AU-WilliamMultilingualNeural,fast,0.9,synthetic_tts_dataset\7 ਸੇਬ N\tts_en_AU_William_fast.wav
7,ਹਾਥੀ,हाथी,N,en-US-EmmaMultilingualNeural,normal,1.0,synthetic_tts_dataset\8 ਹਾਥੀ N\tts_en_US_Emma_normal.wav
7,ਹਾਥੀ,हाथी,N,en-US-EmmaMultilingualNeural,slow,1.12,synthetic_tts_dataset\8 ਹਾਥੀ N\tts_en_US_Emma_slow.wav
7,ਹਾਥੀ,हाथी,N,en-US-EmmaMultilingualNeural,fast,0.9,synthetic_tts_dataset\8 ਹਾਥੀ N\tts_en_US_Emma_fast.wav
7,ਹਾਥੀ,हाथी,N,en-US-AvaMultilingualNeural,normal,1.0,synthetic_tts_dataset\8 ਹਾਥੀ N\tts_en_US_Ava_normal.wav
7,ਹਾਥੀ,हाथी,N,en-US-AvaMultilingualNeural,slow,1.12,synthetic_tts_dataset\8 ਹਾਥੀ N\tts_en_US_Ava_slow.wav
7,ਹਾਥੀ,हाथी,N,en-US-AvaMultilingualNeural,fast,0.9,synthetic_tts_dataset\8 ਹਾਥੀ N\tts_en_US_Ava_fast.wav
7,ਹਾਥੀ,हाथी,N,en-US-AndrewMultilingualNeural,normal,1.0,synthetic_tts_dataset\8 ਹਾਥੀ N\tts_en_US_Andrew_normal.wav
7,ਹਾਥੀ,हाथी,N,en-US-AndrewMultilingualNeural,slow,1.12,synthetic_tts_dataset\8 ਹਾਥੀ N\tts_en_US_Andrew_slow.wav
7,ਹਾਥੀ,हाथी,N,en-US-AndrewMultilingualNeural,fast,0.9,synthetic_tts_dataset\8 ਹਾਥੀ N\tts_en_US_Andrew_fast.wav
7,ਹਾਥੀ,हाथी,N,en-US-BrianMultilingualNeural,normal,1.0,synthetic_tts_dataset\8 ਹਾਥੀ N\tts_en_US_Brian_normal.wav
7,ਹਾਥੀ,हाथी,N,en-US-BrianMultilingualNeural,slow,1.12,synthetic_tts_dataset\8 ਹਾਥੀ N\tts_en_US_Brian_slow.wav
7,ਹਾਥੀ,हाथी,N,en-US-BrianMultilingualNeural,fast,0.9,synthetic_tts_dataset\8 ਹਾਥੀ N\tts_en_US_Brian_fast.wav
7,ਹਾਥੀ,हाथी,N,en-AU-WilliamMultilingualNeural,normal,1.0,synthetic_tts_dataset\8 ਹਾਥੀ N\tts_en_AU_William_normal.wav
7,ਹਾਥੀ,हाथी,N,en-AU-WilliamMultilingualNeural,slow,1.12,synthetic_tts_dataset\8 ਹਾਥੀ N\tts_en_AU_William_slow.wav
7,ਹਾਥੀ,हाथी,N,en-AU-WilliamMultilingualNeural,fast,0.9,synthetic_tts_dataset\8 ਹਾਥੀ N\tts_en_AU_William_fast.wav
8,ਹੱਥ,हथ,N,en-US-EmmaMultilingualNeural,normal,1.0,synthetic_tts_dataset\9 ਹੱਥ N\tts_en_US_Emma_normal.wav
8,ਹੱਥ,हथ,N,en-US-EmmaMultilingualNeural,slow,1.12,synthetic_tts_dataset\9 ਹੱਥ N\tts_en_US_Emma_slow.wav
8,ਹੱਥ,हथ,N,en-US-EmmaMultilingualNeural,fast,0.9,synthetic_tts_dataset\9 ਹੱਥ N\tts_en_US_Emma_fast.wav
8,ਹੱਥ,हथ,N,en-US-AvaMultilingualNeural,normal,1.0,synthetic_tts_dataset\9 ਹੱਥ N\tts_en_US_Ava_normal.wav
8,ਹੱਥ,हथ,N,en-US-AvaMultilingualNeural,slow,1.12,synthetic_tts_dataset\9 ਹੱਥ N\tts_en_US_Ava_slow.wav
8,ਹੱਥ,हथ,N,en-US-AvaMultilingualNeural,fast,0.9,synthetic_tts_dataset\9 ਹੱਥ N\tts_en_US_Ava_fast.wav
8,ਹੱਥ,हथ,N,en-US-AndrewMultilingualNeural,normal,1.0,synthetic_tts_dataset\9 ਹੱਥ N\tts_en_US_Andrew_normal.wav
8,ਹੱਥ,हथ,N,en-US-AndrewMultilingualNeural,slow,1.12,synthetic_tts_dataset\9 ਹੱਥ N\tts_en_US_Andrew_slow.wav
8,ਹੱਥ,हथ,N,en-US-AndrewMultilingualNeural,fast,0.9,synthetic_tts_dataset\9 ਹੱਥ N\tts_en_US_Andrew_fast.wav
8,ਹੱਥ,हथ,N,en-US-BrianMultilingualNeural,normal,1.0,synthetic_tts_dataset\9 ਹੱਥ N\tts_en_US_Brian_normal.wav
8,ਹੱਥ,हथ,N,en-US-BrianMultilingualNeural,slow,1.12,synthetic_tts_dataset\9 ਹੱਥ N\tts_en_US_Brian_slow.wav
8,ਹੱਥ,हथ,N,en-US-BrianMultilingualNeural,fast,0.9,synthetic_tts_dataset\9 ਹੱਥ N\tts_en_US_Brian_fast.wav
8,ਹੱਥ,हथ,N,en-AU-WilliamMultilingualNeural,normal,1.0,synthetic_tts_dataset\9 ਹੱਥ N\tts_en_AU_William_normal.wav
8,ਹੱਥ,हथ,N,en-AU-WilliamMultilingualNeural,slow,1.12,synthetic_tts_dataset\9 ਹੱਥ N\tts_en_AU_William_slow.wav
8,ਹੱਥ,हथ,N,en-AU-WilliamMultilingualNeural,fast,0.9,synthetic_tts_dataset\9 ਹੱਥ N\tts_en_AU_William_fast.wav
9,ਕੁਰਸੀ,कुरसी,N,en-US-EmmaMultilingualNeural,normal,1.0,synthetic_tts_dataset\10 ਕੁਰਸੀ N\tts_en_US_Emma_normal.wav
9,ਕੁਰਸੀ,कुरसी,N,en-US-EmmaMultilingualNeural,slow,1.12,synthetic_tts_dataset\10 ਕੁਰਸੀ N\tts_en_US_Emma_slow.wav
9,ਕੁਰਸੀ,कुरसी,N,en-US-EmmaMultilingualNeural,fast,0.9,synthetic_tts_dataset\10 ਕੁਰਸੀ N\tts_en_US_Emma_fast.wav
9,ਕੁਰਸੀ,कुरसी,N,en-US-AvaMultilingualNeural,normal,1.0,synthetic_tts_dataset\10 ਕੁਰਸੀ N\tts_en_US_Ava_normal.wav
9,ਕੁਰਸੀ,कुरसी,N,en-US-AvaMultilingualNeural,slow,1.12,synthetic_tts_dataset\10 ਕੁਰਸੀ N\tts_en_US_Ava_slow.wav
9,ਕੁਰਸੀ,कुरसी,N,en-US-AvaMultilingualNeural,fast,0.9,synthetic_tts_dataset\10 ਕੁਰਸੀ N\tts_en_US_Ava_fast.wav
9,ਕੁਰਸੀ,कुरसी,N,en-US-AndrewMultilingualNeural,normal,1.0,synthetic_tts_dataset\10 ਕੁਰਸੀ N\tts_en_US_Andrew_normal.wav
9,ਕੁਰਸੀ,कुरसी,N,en-US-AndrewMultilingualNeural,slow,1.12,synthetic_tts_dataset\10 ਕੁਰਸੀ N\tts_en_US_Andrew_slow.wav
9,ਕੁਰਸੀ,कुरसी,N,en-US-AndrewMultilingualNeural,fast,0.9,synthetic_tts_dataset\10 ਕੁਰਸੀ N\tts_en_US_Andrew_fast.wav
9,ਕੁਰਸੀ,कुरसी,N,en-US-BrianMultilingualNeural,normal,1.0,synthetic_tts_dataset\10 ਕੁਰਸੀ N\tts_en_US_Brian_normal.wav
9,ਕੁਰਸੀ,कुरसी,N,en-US-BrianMultilingualNeural,slow,1.12,synthetic_tts_dataset\10 ਕੁਰਸੀ N\tts_en_US_Brian_slow.wav
9,ਕੁਰਸੀ,कुरसी,N,en-US-BrianMultilingualNeural,fast,0.9,synthetic_tts_dataset\10 ਕੁਰਸੀ N\tts_en_US_Brian_fast.wav
9,ਕੁਰਸੀ,कुरसी,N,en-AU-WilliamMultilingualNeural,normal,1.0,synthetic_tts_dataset\10 ਕੁਰਸੀ N\tts_en_AU_William_normal.wav
9,ਕੁਰਸੀ,कुरसी,N,en-AU-WilliamMultilingualNeural,slow,1.12,synthetic_tts_dataset\10 ਕੁਰਸੀ N\tts_en_AU_William_slow.wav
9,ਕੁਰਸੀ,कुरसी,N,en-AU-WilliamMultilingualNeural,fast,0.9,synthetic_tts_dataset\10 ਕੁਰਸੀ N\tts_en_AU_William_fast.wav
10,ਕਾਰ,कार,N,en-US-EmmaMultilingualNeural,normal,1.0,synthetic_tts_dataset\11 ਕਾਰ N\tts_en_US_Emma_normal.wav
10,ਕਾਰ,कार,N,en-US-EmmaMultilingualNeural,slow,1.12,synthetic_tts_dataset\11 ਕਾਰ N\tts_en_US_Emma_slow.wav
10,ਕਾਰ,कार,N,en-US-EmmaMultilingualNeural,fast,0.9,synthetic_tts_dataset\11 ਕਾਰ N\tts_en_US_Emma_fast.wav
10,ਕਾਰ,कार,N,en-US-AvaMultilingualNeural,normal,1.0,synthetic_tts_dataset\11 ਕਾਰ N\tts_en_US_Ava_normal.wav
10,ਕਾਰ,कार,N,en-US-AvaMultilingualNeural,slow,1.12,synthetic_tts_dataset\11 ਕਾਰ N\tts_en_US_Ava_slow.wav
10,ਕਾਰ,कार,N,en-US-AvaMultilingualNeural,fast,0.9,synthetic_tts_dataset\11 ਕਾਰ N\tts_en_US_Ava_fast.wav
10,ਕਾਰ,कार,N,en-US-AndrewMultilingualNeural,normal,1.0,synthetic_tts_dataset\11 ਕਾਰ N\tts_en_US_Andrew_normal.wav
10,ਕਾਰ,कार,N,en-US-AndrewMultilingualNeural,slow,1.12,synthetic_tts_dataset\11 ਕਾਰ N\tts_en_US_Andrew_slow.wav
10,ਕਾਰ,कार,N,en-US-AndrewMultilingualNeural,fast,0.9,synthetic_tts_dataset\11 ਕਾਰ N\tts_en_US_Andrew_fast.wav
10,ਕਾਰ,कार,N,en-US-BrianMultilingualNeural,normal,1.0,synthetic_tts_dataset\11 ਕਾਰ N\tts_en_US_Brian_normal.wav
10,ਕਾਰ,कार,N,en-US-BrianMultilingualNeural,slow,1.12,synthetic_tts_dataset\11 ਕਾਰ N\tts_en_US_Brian_slow.wav
10,ਕਾਰ,कार,N,en-US-BrianMultilingualNeural,fast,0.9,synthetic_tts_dataset\11 ਕਾਰ N\tts_en_US_Brian_fast.wav
10,ਕਾਰ,कार,N,en-AU-WilliamMultilingualNeural,normal,1.0,synthetic_tts_dataset\11 ਕਾਰ N\tts_en_AU_William_normal.wav
10,ਕਾਰ,कार,N,en-AU-WilliamMultilingualNeural,slow,1.12,synthetic_tts_dataset\11 ਕਾਰ N\tts_en_AU_William_slow.wav
10,ਕਾਰ,कार,N,en-AU-WilliamMultilingualNeural,fast,0.9,synthetic_tts_dataset\11 ਕਾਰ N\tts_en_AU_William_fast.wav
11,ਖੰਭ,खंभ,N,en-US-EmmaMultilingualNeural,normal,1.0,synthetic_tts_dataset\12 ਖੰਭ N\tts_en_US_Emma_normal.wav
